lyrics,label
"নিঝুম সন্ধ্যায় পান্থ by লতা মঙ্গেশকর
নিঝুম সন্ধ্যায় পান্থ পাখিরা বুঝিবা পথ ভুলে যায়
নিঝুম সন্ধ্যায় পান্থ পাখিরা বুঝিবা পথ ভুলে যায়
কুলায় যেতে যেতে কি যেন কাকলী আমারে দিয়ে যেতে চায়
নিঝুম সন্ধ্যায়
দূর পাহাড়ের উদাস মেঘের দেশে
ওই গোধূলির রঙিন সোহাগ মেশে
বনের মর্মরে বাতাস চুপিচুপি কি বাঁশি ফেলে রাখে হায়
নিঝুম সন্ধ্যায় পান্থ পাখিরা বুঝিবা পথ ভুলে যায়
নিঝুম সন্ধ্যায়
কোন অপরূপ অরূপ রূপের রাগে
সুর হয়ে রয় আমার গানের আগে
স্বপন কথাকলি ফোটে কি ফোটে না, সুরভি তবু আঁখি ছায়
নিঝুম সন্ধ্যায় পান্থ পাখিরা বুঝিবা পথ ভুলে যায়
কুলায় যেতে যেতে কি যেন কাকলী আমারে দিয়ে যেতে চায়
নিঝুম সন্ধ্যায়",0
"ভালোবাসার আগুন জ্বেলে by লতা মঙ্গেশকর
ভালোবাসার আগুন জ্বেলে কেন চলে যায়
ভালোবাসার আগুন জ্বেলে কেন চলে যায়
ব্যথার বাতাস কেঁদে মরে
ব্যাথার বাতাস কেঁদে মরে
আমার আঙিনায়
ভালোবাসার আগুন জ্বেলে কেন চলে যায়
ভালোবাসার আগুন জ্বেলে কেন চলে যায়
আজকে দেহের কুঞ্জবনে
কোন ভ্রমরের গুঞ্জরনে
আজকে দেহের কুঞ্জবনে
কোন ভ্রমরের গুঞ্জরনে
সর্বনাশের মাতাল কলি
সর্বনাশের মাতাল কলি
ফুল হতে চায়
ভালোবাসার আগুন জ্বেলে কেন চলে যায়
ভালোবাসার আগুন জ্বেলে কেন চলে যায়
আজকে রাতে ভেবেছিলাম
আজকে রাতে ভেবেছিলাম
ফুরিয়ে যাবো আমি আঁধারের ফুল বাগানে
হারিয়ে যাবো আমি
ভালোবাসার এমন আঁধার
ভালোবাসার এমন আঁধার
বিফল বুঝি যায়
বিফল বুঝি যায়
এমন রাতে বেদরদী
কেন চলে যায়
ভালোবাসার আগুন জ্বেলে কেন চলে যায়
ভালোবাসার আগুন জ্বেলে কেন চলে যায়",1
"আষাঢ় শ্রাবণ মানে না তো মন by লতা মঙ্গেশকর
আষাঢ় শ্রাবণ মানে না তো মন
ঝর ঝর ঝর ঝর ঝরেছে
তোমাকে আমার মনে পড়েছে,
তোমাকে আমার মনে পড়েছে।।

আলোর তরীটিতে দিন চলে যায়,
আঁধারের মন জ্বলে তারায় তারায়।।

আমার এ মন কেন শুধু আকুলায়,
বরষন কোথা যেন হয়েছে
তোমাকে আমার মনে পড়েছে,
তোমাকে আমার মনে পড়েছে। 

দিওনা কখনো পিছু দিওনা আমায়,
সবকিছু পাওয়া হবে পেলে গো তোমায়।।

চোখের জলেতে বেয়ে সুখ এলো তায়,
আজ মন মোহনায় মিশেছে
তোমাকে আমার মনে পড়েছে,
তোমাকে আমার মনে পড়েছে।",1
"বাঁশি কেন গায় by লতা মঙ্গেশকর
ও বাঁশি হায় ..

বাঁশি কেন গায়, আমারে কাঁদায়
কে গেছে হারায়ে, স্মরণের বেদনায়
কেন মনে এনে দেয়, আ আ আ.. 
বাঁশি কেন গায়। 

ও বাঁশি
কখনো আনন্দ ছিল জীবনের ছন্দে
হৃদয় মাতাল হত ফাগুনের গন্ধে,
কখনো আনন্দ ছিল জীবনের ছন্দে
হৃদয় মাতাল হতো ফাগুনের গন্ধে। 

সে গেল কোথায়?
আমি বা কোথায়?
যদি না জানা, আ আ আ.. 
বাঁশি কেন গায়, আমারে কাঁদায়
কে গেছে হারায়ে, স্মরণের বেদনায়
কেন মনে এনে দেয়, আ আ আ.. 
বাঁশি কেন গায়। 

ও বাঁশি
তমাল কদম্ব আমার গোপিনী সখিনী
যমুনা উজান গেছে আর তো দেখিনি,
তমাল কদম্ব আমার গোপিনী সখিনী
যমুনা উজান গেছে আর তো দেখিনি। 

সবই যদি যায়,
ধূলিতে মিলায়,
তবু কেন হায়, আ আ আ.. 
বাঁশি কেন গায়, আমারে কাঁদায়
কে গেছে হারায়ে, স্মরণের বেদনায়
কেন মনে এনে দেয়, আ আ আ.. 
বাঁশি কেন গায়। 
ও বাঁশি ....",1
"চঞ্চল মন আনমনা হয় by লতা মঙ্গেশকর
চঞ্চল মন আনমনা হয় যেই তার ছোঁয়া লাগে
চঞ্চল মন আনমনা হয় যেই তার ছোঁয়া লাগে
ভোরের আকাশে আলো দেখে পাখি যেন জাগে
চঞ্চল মন আনমনা হয় যেই তার ছোঁয়া লাগে

সারাদিন রিমঝিমঝিম কত বৃষ্টি, কত বৃষ্টি হয়েছে মন জুড়ে
সারাদিন রিমঝিমঝিম কত বৃষ্টি, কত বৃষ্টি হয়েছে মন জুড়ে
দিশাহারা কোনো পাতা যেন ঝড়ের মুখেতে গেল উড়ে
চোখের পাতায় এত স্বপ্নের ভীড় হয়নি তো আগে
ভোরের আকাশে আলো দেখে পাখি যেন জাগে
চঞ্চল মন আনমনা হয় যেই তার ছোঁয়া লাগে

গুন গুন গুন গানে
ফুলে এসে বসা ভ্রমরের মতো তার মন
এসে বসে মোর মনে
আমি সবকিছু ভুলে গেছি গুন গুন গুন গানে

উচ্ছল মন তোলপাড় অনাসৃষ্টি
অনাসৃষ্টি চলেছে সেই থেকে
উচ্ছল মন তোলপাড় অনাসৃষ্টি
অনাসৃষ্টি চলেছে সেই থেকে
বুঝিনি তো ভুল হয়ে গেছে ঝড়ের মেঘেতে মন রেখে
পিঞ্জর ভেঙে উড়বার নেশা এত হয়নি তো আগে
ভোরের আকাশে আলো দেখে পাখি যেন জাগে
চঞ্চল মন আনমনা হয় যেই তার ছোঁয়া লাগে
চঞ্চল মন আনমনা হয় যেই তার ছোঁয়া লাগে",0
"সাত ভাই চম্পা জাগোরে by লতা মঙ্গেশকর
সাত ভাই চম্পা জাগোরে জাগোরে
ঘুম ঘুম কাটেনা ঘুমেরই ঘোরে
একটি পারুল বোন আমি তোমার
আমি সকাল সাঁঝে শত কাজের মাঝে
তোমায় ডেকে ডেকে সারা
দাও সাড়া গো সাড়া

ও সাত ভাই চম্পা জাগোরে জাগোরে
ঘুম ঘুম কাটেনা ঘুমেরই ঘোরে
একটি পারুল বোন আমি তোমার
আমি সকাল সাঁঝে শত কাজের মাঝে
তোমায় ডেকে ডেকে সারা
দাও সাড়া গো সাড়া
ও সাত ভাই চম্পা জাগোরে

ও সাত ভাই চম্পা গো রাজার কুমার
কোথায় পক্ষীরাজ ঘোড়া তোমার তলোয়ার?

ও সাত ভাই চম্পা গো রাজার কুমার
কোথায় পক্ষীরাজ ঘোড়া তোমার তলোয়ার?

আজো রাজার দেশে
ঘোরে ছদ্মবেশে
ডাইনী সর্বনাশী রাক্ষুশীলা আবার

সাত ভাই চম্পা জাগোরে জাগোরে
ঘুম ঘুম কাটেনা ঘুমেরই ঘোরে
একটি পারুল বোন আমি তোমার
আমি সকাল সাঁঝে শত কাজের মাঝে
তোমায় ডেকে ডেকে সারা
দাও সাড়া গো সাড়া
ও সাত ভাই চম্পা জাগোরে

আর রাজবাড়ি সাতরাণী মায়ের ঘরে
ফিরে যাবো না, যাবো না, যাবো না রে

আর রাজবাড়ি সাতরাণী মায়ের ঘরে
ফিরে যাবো না, যাবো না, যাবো না রে

ঘরে ক্ষুধার জ্বালা, পথে যৌবন জ্বালা
রাজার কুমার আর আসে না ঘোড়ায় চড়ে

সাত ভাই চম্পা জাগোরে জাগোরে
ঘুম ঘুম কাটেনা ঘুমেরই ঘোরে
একটি পারুল বোন আমি তোমার
আমি সকাল সাঁঝে শত কাজের মাঝে
তোমায় ডেকে ডেকে সারা
দাও সাড়া গো সাড়া
ও সাত ভাই চম্পা জাগোরে",0
"না যেওনা রজনী এখনও বাকি by লতা মঙ্গেশকর
না যেওনা
না যেওনা রজনী এখনও বাকি
আরো কিছু দিতে বাকি
বলে রাত জাগা পাখি

না যেওনা রজনী এখনও বাকি
আরো কিছু দিতে বাকি
বলে রাত জাগা পাখি

আমি যে তোমারই শুধু
জীবনে মরণে
আমি যে তোমারই শুধু
জীবনে মরণে
ধরিয়া রাখিতে চাহি
নয়নে নয়নে
না যেওনা রজনী এখনও বাকি
আরো কিছু দিতে বাকি
বলে রাত জাগা পাখি

যে কথা বলিতে বাধে
যে ব্যাথা মরণে কাঁদে
সে কথা বলিতে ওগো দাও

যে কথা বলিতে বাধে
যে ব্যাথা মরণে কাঁদে
সে কথা বলিতে ওগো দাও

জীবন রজনী জানি এমনি পোহাবে
জীবন রজনী জানি এমনি পোহাবে
চাঁদের তরণী তুমি
সুদূরে মিলবে
না যেওনা রজনী এখনও বাকি
আরো কিছু দিতে বাকি
বলে রাত জাগা পাখি",0
"ওগো আর কিছু তো নয় by লতা মঙ্গেশকর
ওগো আর কিছু তো নয়,
বিদায় নেবার আগে তাই
তোমারি নয়নে পাওয়া তোমারি সুরে গাওয়া
এ গান খানি রেখে যাই।

বরষা হয়ে তুমি আকাশ ভরে
হৃদয় মরুতে মম পরেছ ঝরে
সরস করিয়া মোরে যে ফুল ফোটালে ভোরে
এমালা তারি রেখে যাই।

জানিনা কখন মন হারায়ে গেল
সকলি হারায়ে বুঝি সকলি পেল
আজকে আশার নদী উদাসে শুকালো যদি
এ হৃদয় টুকু রেখে যাই।",0
"প্রেম একবারই এসেছিল নিরবে by লতা মঙ্গেশকর
প্রেম একবারই এসেছিল নিরবে
আমারই এ দুয়ার প্রান্তে
সে তো হায়, মৃদু পায়
এসেছিল পারি নি তো জানতে।
প্রেম একবারই এসেছিল নিরবে।

সে যে এসেছিলো বাতাস তো বলে নি
হায় সেই রাতে দীপ মোর জ্বলে নি 
তারে সে আঁধারে চিনিতে যে পারিনি
আমি পারিনি ফিরায়ে তারে আনতে।
প্রেম একবারই এসেছিল নিরবে।
যে আলো হয়ে এসেছিল কাছে মোর
তারে আজ আলেয়া যে মনে হয়
এ আঁধারে একাকী এ মন আজ
আধারেরই সাথে শুধু কথা কয়।

আজ কাছে তারে এত আমি ডাকি গো
সে যে মরিচিকা হয়ে দেয় ফাঁকি গো 
ভাগ্যে যে আছে লেখা হায়রে
তারে চিরদিনই হবে জানি মানতে।
প্রেম একবারই এসেছিল নিরবে
আমারই এ দুয়ার প্রান্তে
সে তো হায়, মৃদু পায়
এসেছিল পারি নি তো জানতে
প্রেম একবারই এসেছিল নিরবে।",1
"চন্দ্র যে তুই by লতা মঙ্গেশকর
চন্দ্র যে তুই মোর সূর্য যে তুই
আমার এ আঁখিতে তারা যে তুই
চন্দ্র যে তুই মোর সূর্য যে তুই
আমার এ আঁখিতে তারা যে তুই
চন্দ্র যে তুই মোর সূর্য যে তুই
আমার এ আঁখিতে তারা যে তুই
সুখি হয় মন মোর তোকে দেখে
দূর নীল আলোর ইশারা যে তুই
চন্দ্র যে তুই মোর সূর্য যে তুই
লক্ষ্মীটি কোলে আয়
মোর স্নেহ দুলাল যে তুই
লক্ষ্মীটি কোলে আয়
মোর স্নেহ দুলাল যে তুই
দিস নে ব্যাথা ওরে যাদুমণি
ব্রজের গোপাল রাখাল যে তুই
ছোট্ট এ হাত কতো সুন্দর যে তুই
ছোট্ট তুই স্নেহের ফোয়ারা যে তুই
চন্দ্র যে তুই মোর সূর্য যে তুই
মেঘ হয়ে ভাসবি ওরে মানিক আকাশে দূরে
মেঘ হয়ে ভাসবি ওরে মানিক আকাশে দূরে
আমি জানি খোকন হয়ে বড়
তুই পক্ষিরাজেতে যাবি উড়ে
সবাই তোকে দেখে ববলবে হেসে
স্নেহময়ী গঙ্গার ধারা যে তুই
চন্দ্র যে তুই মোর সূর্য যে তুই
আমার এ আঁখিতে তারা যে তুই
সুখি হয় মন মোর তোকে দেখে
দূর নীল আলোর ইশারা যে তুই
চন্দ্র যে তুই মোর সূর্য যে তুই
",0
"রঙ্গিলা বাঁশিতে কে ডাকে লিরিক্স by লতা মঙ্গেশকর 
রঙ্গিলা বাঁশিতে কে ডাকে
ঘুম ঘুম, নিঃঝুম, রাতের মায়ায়,
রঙ্গিলা বাঁশিতে কে ডাকে
ঘুম ঘুম, নিঃঝুম, রাতের মায়ায়,
চোখ মেলে চাও মেয়ে গো
লাজ ভুলে যাও মেয়ে গো,
চোখ মেলে চাও মেয়ে গো
লাজ ভুলে যাও মেয়ে গো,
ডাকে ওই সুরেরও ভাষায়
ও.. রঙ্গিলা বাঁশিতে কে ডাকে
ঘুম ঘুম, নিঃঝুম, রাতের মায়ায়।।

রূপসী নদীর বধুয়ার
হাওয়া দোলা মহুয়ার,
মনে কে আগুন জ্বালায়।
ও.. রূপসী নদীর বধুয়ার
হাওয়া দোলা মহুয়ার
মনে কে আগুন জ্বালায়।
ও.. রঙ্গিলা বাঁশিতে কে ডাকে
ঘুম ঘুম, নিঃঝুম, রাতের মায়ায়।।

সন্ধ্যা তারা ওই জাগে
কৃষ্ণচূড়ার রং লাগে,
মনের গোপন কোন রাগে
কে জানি কখন রাঙায়।
ও.. সন্ধ্যা তারা ওই জাগে
কৃষ্ণচূড়ার রং লাগে,
মনের গোপন কোন রাগে
কে জানি কখন রাঙায়।।

হরিণির মতো পায়
বুনো মেয়ে ছুটে যায়,
পিয়ালের আঙিনায়
গুনগুন অলি গায়,
চন্দনা কয় শিমুল শাখায়।

ও চাঁদ যা শুনে যা
মায়াজাল যা বুনে যা
আয়রে নেমে মেঘের ভেলায়,
আয়রে নেমে মেঘের ভেলায়,
বাসা বাঁধার স্বপনে
চলছে কে গো আনমনে,
গান গেয়ে নতুন আশায়।
ও.. রঙিলা বাঁশিতে কে ডাকে
ঘুম ঘুম, নিঃঝুম, রাতের মায়ায়।।
",0
"ও মোর ময়না গো by লতা মঙ্গেশকর
ও মোর ময়না গো,
ও মোর ময়না গো
কার কারনে তুমি একেলা ?
কার বিহনে বিহনে
দিবানিশি যে উতলা?
সে তো আসবে না
সে তো ফিরবে না, ফিরবে না
ও মোর ময়না গো..

দূর দূর দূর,
দূর পানে আনমনে চাহিয়া
কি বিরাগের রাগিনী জাও গাহিয়া 
সবুজ সবুজ ভরা বনানী
ফুরাবে ফাগুন বুঝি জানো নি ?
সবুজ সবুজ ভরা বনানী
ফুরাবে ফাগুন বুঝি জানো নি ?
হায়রে হায়রে বুঝি তা জানো নি?
ময়না গো, ও মোর ময়না গো
কার কারনে তুমি একেলা ?
কার বিহনে বিহনে
দিবানিশি যে উতলা ?
সে তো আসবে না
সে তো ফিরবে না, ফিরবে না
ও মোর ময়না গো..

ঝর ঝর ঝর,
দু'নয়ন ঝর-ঝর ঝরায়ে
কেনো থাকো বিষাদে মন ভরায়ে 
যা কিছু হারায়ে গেল যাক না
নীল আকাশে মেলো পাখনা
যা কিছু হারায়ে গেল যাক না
নীল আকাশে মেলো পাখনা
দাও রে দাও রে মেলে পাখনা.

ময়না গো, ও মোর ময়না গো
কার কারনে তুমি একেলা ?
কার বিহনে বিহনে
দিবানিশি যে উতলা ?
সে তো আসবে না
সে তো ফিরবে না, ফিরবে না
ও মোর ময়না গো..",1
"কেন যে কাঁদাও by লতা মঙ্গেশকর
কেন যে কাঁদাও বারেবারে

থেমেছে ক্রন্দনে ছন্দহীনা বীণা

তবু কেন তুমি আবার তারে

বাজাও কি সুরের সন্ধানে, জানি না

কেন যে কাঁদাও

বলো কেমন করে আজ রাখি ধরে

মনপাখি যে বিবাগী তারে কিসের জোরে

বৃথাই শুধু এ নয়ন ঝরে

বলো কেমন করে

চলে গেছে সড়ে যারা দূরে

সুরে সুরে ডেকো না

কেন যে কাঁদাও

[কি যেন সে কথা কবে কানে কানে

বলে ভুলে গেছ চলে দূরে কিসের টানে

কুহু কুহু কোকিলার গানে] 2

কি যেন সে কথা

আজ তারে মনে অকারণে

ক্ষণে ক্ষণে এনো না

কেন যে কাঁদাও বারেবারে

থেমেছে ক্রন্দনে ছন্দহীনা বীণা

তবু কেন তুমি আবার তারে

বাজাও কি সুরের সন্ধানে, জানি না

কেন যে কাঁদাও",1
"যদিও রজনী পোহালো by লতা মঙ্গেশকর
যদিও রজনী পোহালো তবুও
দিবস কেন যে এলো না এলো না
যদিও রজনী পোহালো তবুও
দিবস কেন যে এলো না এলো না
সজল মেঘের পরান ঝড়িয়া
বরিষণ কেন হলো না হলো না
যদিও রজনী …

লোকে মরে কলঙ্কিনী নাম দিয়ে
বোঝে না তো কতো জ্বালা মন নিয়ে
লোকে মরে কলঙ্কিনী নাম দিয়ে
বোঝে না তো কতো জ্বালা মন নিয়ে
বলে বলুক লোকে মানি না মানি না
কলঙ্ক আমার ভালো লাগে
বলে বলুক লোকে মানি না মানি না
কলঙ্ক আমার ভালো লাগে
পিরিতি আগুনে জীবন সঁপিয়া
জ্বলে যাওয়া আজ‌ও হলো না হলো না
যদিও রজনী পোহালো তবুও
দিবস কেন যে এলো না এলো না
যদিও রজনী…

এমন পথ চলা ভালো লাগে না
এমন পথ চলা ভালো লাগে না
আমার অঙ্গ দোলে তরঙ্গে তরঙ্গে
কেউ না বাঁধে যদি পথ হারাবে নদী
ভালো লাগে না লাগে না

ভালোবেসে মরি যদি সেও ভালো
ঘর বেঁধে যদি মরি আরও ভালো
ভালোবেসে মরি যদি সেও ভালো
ঘর বেঁধে যদি মরি আরও ভালো

এসো এসো হে বধূ জ্বলিতে জ্বলিতে
মরন আমার ভালো লাগে
এসো এসো হে বধূ জ্বলিতে জ্বলিতে
মরন আমার ভালো লাগে

কপালের লেখা সিঁদুরে ঢাকিয়া
পথ চাওয়া আজ‌ও হলো না হলো না
যদিও রজনী পোহালো তবুও
দিবস কেন যে এলো না এলো না
যদিও রজনী…",0
"একবার বিদায় দে মা by লতা মঙ্গেশকর
একবার বিদায় দে মা ঘুরে আসি
একবার বিদায় দে মা ঘুরে আসি,
হাসি হাসি পরব ফাঁসি, দেখবে ভারতবাসী
আমি হাসি হাসি পরব ফাঁসি
দেখবে ভারতবাসী।
একবার বিদায় দে মা ঘুরে আসি
একবার বিদায় দে মা ঘুরে আসি।।

কলের বোমা তৈরি করে
দাঁড়িয়ে ছিলাম রাস্তার ধারে মা গো,
কলের বোমা তৈরি করে
দাঁড়িয়ে ছিলাম রাস্তার ধারে মাগো,
বড়লাটকে মারতে গিয়ে মারলাম
আর এক ইংল্যান্ড বাসী,
আমি বড়লাটকে মারতে গিয়ে মারলাম
আর এক ইংল্যান্ড বাসী,
একবার বিদায় দে মা ঘুরে আসি
একবার বিদায় দে মা ঘুরে আসি।।

শনিবার বেলা দশটার পরে
জর্জকোর্টে তে লোক না ধরে মা গো,
শনিবার বেলা দশটার পরে
জর্জকোর্টে তে লোক না ধরে মাগো,
হলো অভিরামের দ্বীপজ্বালান মা
খুদিরামের ফাঁসি,
হল অভিরামের দ্বীপজ্বালান মা
খুদিরামের ফাঁসি,
একবার বিদায় দে মা ঘুরে আসি
একবার বিদায় দে মা ঘুরে আসি।।

বারো লক্ষ তেত্রিশ কোটি
রইল মা তোর বেটা বেটি মা গো,
বারো লক্ষ তেত্রিশ কোটি
রইল মা তোর বেটা বেটি মাগো,
তাদের নিয়ে ঘর করিস মা
বৌদের করিস দাসী,
ও মা তাদের নিয়ে ঘর করিস মা
বৌদের করিস দাসী,
একবার বিদায় দে মা ঘুরে আসি
একবার বিদায় দে মা ঘুরে আসি।।

দশ মাস দশ দিন পরে
জন্ম নিব মাসীর ঘরে মা গো,
দশ মাস দশ দিন পরে
জন্ম নিব মাসীর ঘরে মাগো,
তখন যদিনা চিনতে পারিস
দেখবি গলায় ফাঁসি,
ও মা তখন যদিনা চিনতে পারিস
দেখবি গলায় ফাঁসি,
একবার বিদায় দে মা ঘুরে আসি
একবার বিদায় দে মা ঘুরে আসি,
হাসি হাসি পরব ফাঁসি, দেখবে ভারতবাসী
আমি হাসি হাসি পরব ফাঁসি
দেখবে ভারতবাসী।
একবার বিদায় দে মা ঘুরে আসি
একবার বিদায় দে মা ঘুরে আসি
একবার বিদায় দে মা ঘুরে আসি।।
",0
"বাসন্তিকা by শুভমিতা ব্যানার্জী 
ফুলে ফুলে সাজালে মা এ ভুবন প্রান্তর
সুরে তালে ভরালে মা
এ চেতন, এ অন্তর,
বাসন্তিকা হলে আজ
বাসন্তিকার ফুল সাজ,
ও.. বাসন্তিকা হলে আজ
বাসন্তিকার ফুল সাজ।।
পুষ্পকলির মত
বিকশিত কত শত,
চেতন পুষ্পরাজি জ্ঞানালোকে অবিরত,
সততার কলি ফোটে শিক্ষার বৃন্তে
আসুরি তমসা নাশো শুদ্ধ আনন্দে,
দিগন্তিকায় ভাসো আজ
বাসন্তিকার ফুল সাজ,
ও.. বাসন্তিকা হলে আজ
বাসন্তিকার ফুল সাজ।।
জ্ঞানগর্ভা তুমি মাতঙ্গী মা
ব্রহ্মবর্তিনী বাসন্তিকা,
জ্ঞানগর্ভা তুমি মাতঙ্গী মা
ব্রহ্মবর্তিনী বাসন্তিকা,
জগতব্যাপী বিরাজ বিশ্বচরাচর
শ্বেতবীণাধরা বাণী হংসবাহনপর,
দেবী সরস্বতী মা, তুমি  বাসন্তিকা
ও.. দেবী সরস্বতী মা, তুমি বাসন্তিকা।
ফুলে ফুলে সাজালে মা এ ভুবন প্রান্তর
সুরে তালে ভরালে মা
এ চেতন, এ অন্তর,
বাসন্তিকা হলে আজ
বাসন্তিকার ফুল সাজ,
ও.. বাসন্তিকা হলে আজ
বাসন্তিকার ফুল সাজ।।",0
"বাবা হওয়া এত সোজা নয় by অনিন্দ্য চট্টোপাধ্যায়
ও ঘুমপাড়ানি মাসী,
হলে কি বনবাসী?
ও ঘুমপাড়ানি মাসী,
হলে কি বনবাসী?
দোহাই লাগে জাদুর চোখে
ঘুম দিয়ে যাও।
আমার পাগল পাগল লাগে
কে জানতো আগেভাগে?
হ্যাঁ পাগল পাগল লাগে
কে জানতো আগেভাগে?
আনন্দটা যেমন বড়
তেমনি ঝামেলাও!
দেখেও চাঁদের মুখ
আমার স্বর্গসুখ,
দেখেও চাঁদের মুখ
আমার স্বর্গসুখ,
সে স্বর্গ মাঝে এমন জ্বালা
কেমন করে রয়।
বাবা হওয়া এত সোজা নয়
বাবা হওয়া এত সোজা নয়,
যেমনটা মনে হয়
নারে এত সোজা নয়,
যেমনটা লোকে কয়
নারে এত সোজা নয়।।
আমি এই না ভাসি খুশির তোড়ে
এই না ভাসি কান্নায়,
এই না ভাসি খুশির তোড়ে
এই না ভাসি কান্নায়,
পরক্ষনেই যাই রে ভেসে
অন্যকিছুর বন্যায়।
ঘরে চলছে মহাযজ্ঞ
প্রত্যেকেই বিশেষজ্ঞ,
হ্যাঁ চলছে মহাযজ্ঞ
প্রত্যেকেই বিশেষজ্ঞ,
ওরে ধুন্ধুমার এ কান্ড দেখে
মনটা কেঁদে কয়।
বাবা হওয়া এত সোজা নয়
বাবা হওয়া এত সোজা নয়,
যেমনটা মনে হয়
নারে এত সোজা নয়,
যেমনটা লোকে কয়
নারে এত সোজা নয়।।
কত রং বেরঙের স্বপ্ন আমি
সাজাই মনের খামে,
রং বেরঙের স্বপ্ন আমি
সাজাই মনের খামে,
আদর করে ডাকি কত
বিচিত্র সব নামে।
অরে কোনটা যে ভাই ঠিক
আর কোনটা ভুলের দিক,
অরে কোনটা যে ভাই ঠিক
আর কোনটা ভুলের দিক,
সেই দ্বন্দে পড়ে বন্ধু আমার
মনটা কেঁদে কয়।
বাবা হওয়া এত সোজা নয়
বাবা হওয়া এত সোজা নয়,
যেমনটা মনে হয়
নারে এত সোজা নয়,
যেমনটা লোকে কয়
নারে এত সোজা নয়।।",0
"ছিলে কোই বলো by ঈশান মিত্র
ছিলে কোই বলো
কোই এলে আজ,
এই বুঝি নিয়তির কারুকাজ।
তুমি আমি দুজনেই পালিয়ে
ভাবনার সীমা কে ও ছাড়িয়ে,
একসাথে এতো কাছে আছি তাই
স্বপ্নে বারে বারে ভেসে যাই ..
দুজনার মাঝে রাখা দেয়ালে
ভালোবাসা লিখে রাখা খেয়ালে,
এভাবে আগে কেন দেখিনি
এতো ভালো আগে কেন বাসিনি।।
আলো ছায়া জুড়ে থাকে আকাশে
সবুজের গন্ধ বাতাসে,
ভালোলাগে তবু মন ভরে না
ভালোবাসা আমাকে যে ছাড়েনা।
একসাথে এতো কাছে আছি তাই
স্বপ্নে বারে বারে ভেসে যাই ..
দুজনার মাঝে রাখা দেয়ালে
ভালোবাসা লিখে রাখা খেয়ালে,
এভাবে আগে কেন দেখিনি
এতো ভালো আগে কেন বাসিনি।।
তুমি আমি মুখোমুখি তাকিয়ে
কোথা যেন আমি যাই হারিয়ে,
কি করে থাকো শুধু জড়িয়ে
আমাকে অনুভবে ভাসিয়ে।
একসাথে এতো কাছে আছি তাই
স্বপ্নে বারে বারে ভেসে যাই ..
দুজনার মাঝে রাখা দেয়ালে
ভালোবাসা লিখে রাখা খেয়ালে,
এভাবে আগে কেন দেখিনি
এতো ভালো আগে কেন বাসিনি।।",1
"ফিরে আসে কবিগান by জয়তী চক্রবর্তী
তুমি ছেড়ে গেছো কতদিন
মনে হয় আজও পাশে আছো,
যখনই অসময়।
বেলা বাড়ে,
ছায়া হয়ে থেকো, সরোনা
বধূ মিছে রাগ করোনা, করোনা।।
বিরহের কিছু নেশা আছে যেন
না চাহিয়া তারে চাহি রে,
মায়া অভিমানে পসরা বিছানো
কোলাহল থেকে আহিরে।
চলে যাওয়া টুকু পথের দুপাশে
জেগে থাকা যেন জোনাকি,
এতো সুর ছিল দুহাতে পরানো
তবু গান শুনবোনা কি।
তাই ভেবে আজও বাড়িয়েছি হাত
না চাহিলে তারে ধরোনা।
বধূ মিছে রাগ করোনা, করোনা।।
বেশি দূরে কেউ যেতে পারেনা কি
এক হয়ে কাছে বসে কি,
ফিরে ফিরে আসে কবিগান তাই
শ্রাবনে অথবা বোশেখে।
ছিল যত কিছু পুরাতন চাওয়া
ভেসে গেছে হৃদবহ তাই,
এখন নতুনে কি হবে উপায়
একবার শুধু কহ তা।
প্রেম বলে সখী মোর যাওয়া ভালো
মন বলে না না মরো না।
বধূ মিছে রাগ করোনা, করোনা।
মম মন বুঝে দেখো মনে মনে
মনে রেখো, করো করুনা।
বধূ মিছে রাগ করোনা, করোনা।।",1
"মনে থাকে মনের মানুষ by হৃদয় খান
মনে থাকে মনের মানুষ
মস্ত বড়ো দুনিয়ায়,
মনে থাকে মনের মানুষ
মস্ত বড়ো দুনিয়ায়,
জীবন নদীর কূল-কিনারা
খুইজা পাওয়া দায়,
জীবন নদীর কূল-কিনারা
খুইজা পাওয়া দায়।
ভালোবাসা কত কঠিন
যে বাসে সেই বোঝে,
বোবায় দেখে চাইয়া চাইয়া
কানায় শুধু খোঁজে,
সত্য কঠিন বন্ধু তবু
মানুষ বড়ো অসহায়,
জীবন নদীর কূল-কিনারা
খুইজা পাওয়া দায়,
জীবন নদীর কূল-কিনারা
খুইজা পাওয়া দায়।
চন্দনের সুবাস আছে
বটের আছে ছায়া,
প্রেমের কোষ্ঠী পাথর ঘইষা
খুইজা বেড়ায় মায়া।
সত্য কঠিন বন্ধু তবু
মানুষ বড়ো অসহায়,
জীবন নদীর কূল-কিনারা
খুইজা পাওয়া দায়,
জীবন নদীর কূল-কিনারা
খুইজা পাওয়া দায়।",1
